loan_id,credit_score,risk_band,ml_default_score,score_date,score_band
LN0007825,832,Prime,0.1688,2026-03-06,Medium Risk
LN0007826,634,Sub-Prime,0.1414,2026-03-06,Medium Risk
LN0007827,717,Near-Prime,0.0854,2026-03-06,Low Risk
LN0007828,628,Sub-Prime,0.1143,2026-03-06,Medium Risk
LN0007829,736,Near-Prime,0.079,2026-03-06,Low Risk
LN0007830,775,Prime,0.2022,2026-03-06,Medium Risk
LN0007831,789,Prime,0.2853,2026-03-06,High Risk
LN0007832,723,Near-Prime,0.0551,2026-03-06,Low Risk
LN0007833,477,Deep Sub-Prime,0.1668,2026-03-06,Medium Risk
LN0007834,791,Prime,0.1299,2026-03-06,Medium Risk
LN0007835,675,Sub-Prime,0.1159,2026-03-06,Medium Risk
LN0007836,801,Prime,0.1607,2026-03-06,Medium Risk
LN0007837,421,Deep Sub-Prime,0.1303,2026-03-06,Medium Risk
LN0007838,845,Prime,0.2932,2026-03-06,High Risk
LN0007839,818,Prime,0.2709,2026-03-06,High Risk
LN0007840,656,Sub-Prime,0.1967,2026-03-06,Medium Risk
LN0007841,669,Sub-Prime,0.262,2026-03-06,High Risk
LN0007842,719,Near-Prime,0.6399,2026-03-06,Very High Risk
LN0007843,746,Near-Prime,0.313,2026-03-06,High Risk
LN0007844,434,Deep Sub-Prime,0.0827,2026-03-06,Low Risk
LN0007845,668,Sub-Prime,0.2346,2026-03-06,Medium Risk
LN0007846,835,Prime,0.1494,2026-03-06,Medium Risk
LN0007847,791,Prime,0.2426,2026-03-06,Medium Risk
LN0007848,727,Near-Prime,0.0227,2026-03-06,Low Risk
LN0007849,771,Prime,0.5762,2026-03-06,Very High Risk
LN0007850,670,Sub-Prime,0.2447,2026-03-06,Medium Risk
LN0007851,759,Prime,0.0296,2026-03-06,Low Risk
LN0007852,746,Near-Prime,0.3426,2026-03-06,High Risk
LN0007853,695,Near-Prime,0.181,2026-03-06,Medium Risk
LN0007854,812,Prime,0.4231,2026-03-06,High Risk
LN0007855,787,Prime,0.1845,2026-03-06,Medium Risk
LN0007856,741,Near-Prime,0.1263,2026-03-06,Medium Risk
LN0007857,689,Near-Prime,0.2031,2026-03-06,Medium Risk
LN0007858,697,Near-Prime,0.0796,2026-03-06,Low Risk
LN0007859,708,Near-Prime,0.0286,2026-03-06,Low Risk
LN0007860,735,Near-Prime,0.1656,2026-03-06,Medium Risk
LN0007861,784,Prime,0.0114,2026-03-06,Low Risk
LN0007862,806,Prime,0.0043,2026-03-06,Low Risk
LN0007863,545,Deep Sub-Prime,0.1226,2026-03-06,Medium Risk
LN0007864,427,Deep Sub-Prime,0.0946,2026-03-06,Low Risk
LN0007865,711,Near-Prime,0.402,2026-03-06,High Risk
LN0007866,740,Near-Prime,0.5526,2026-03-06,Very High Risk
LN0007867,581,Sub-Prime,0.0317,2026-03-06,Low Risk
LN0007868,820,Prime,0.1162,2026-03-06,Medium Risk
LN0007869,811,Prime,0.2441,2026-03-06,Medium Risk
LN0007870,660,Sub-Prime,0.1423,2026-03-06,Medium Risk
LN0007871,841,Prime,0.2558,2026-03-06,High Risk
LN0007872,803,Prime,0.0529,2026-03-06,Low Risk
LN0007873,786,Prime,0.2543,2026-03-06,High Risk
LN0007874,711,Near-Prime,0.1084,2026-03-06,Medium Risk
LN0007875,801,Prime,0.3249,2026-03-06,High Risk
LN0007876,796,Prime,0.272,2026-03-06,High Risk
LN0007877,563,Deep Sub-Prime,0.1751,2026-03-06,Medium Risk
LN0007878,772,Prime,0.2324,2026-03-06,Medium Risk
LN0007879,706,Near-Prime,0.0514,2026-03-06,Low Risk
LN0007880,702,Near-Prime,0.0327,2026-03-06,Low Risk
LN0007881,841,Prime,0.0615,2026-03-06,Low Risk
LN0007882,673,Sub-Prime,0.0663,2026-03-06,Low Risk
LN0007883,623,Sub-Prime,0.1216,2026-03-06,Medium Risk
LN0007884,678,Sub-Prime,0.5079,2026-03-06,Very High Risk
LN0007885,711,Near-Prime,0.2485,2026-03-06,Medium Risk
LN0007886,798,Prime,0.2764,2026-03-06,High Risk
LN0007887,624,Sub-Prime,0.1499,2026-03-06,Medium Risk
LN0007888,683,Near-Prime,0.3643,2026-03-06,High Risk
LN0007889,532,Deep Sub-Prime,0.2022,2026-03-06,Medium Risk
LN0007890,737,Near-Prime,0.3976,2026-03-06,High Risk
LN0007891,722,Near-Prime,0.047,2026-03-06,Low Risk
LN0007892,735,Near-Prime,0.1617,2026-03-06,Medium Risk
LN0007893,735,Near-Prime,0.0264,2026-03-06,Low Risk
LN0007894,847,Prime,0.2106,2026-03-06,Medium Risk
LN0007895,684,Near-Prime,0.2585,2026-03-06,High Risk
LN0007896,837,Prime,0.1317,2026-03-06,Medium Risk
LN0007897,720,Near-Prime,0.0535,2026-03-06,Low Risk
LN0007898,719,Near-Prime,0.2366,2026-03-06,Medium Risk
LN0007899,707,Near-Prime,0.1706,2026-03-06,Medium Risk
LN0007900,651,Sub-Prime,0.1106,2026-03-06,Medium Risk
LN0007901,815,Prime,0.1788,2026-03-06,Medium Risk
LN0007902,848,Prime,0.0432,2026-03-06,Low Risk
LN0007903,706,Near-Prime,0.5324,2026-03-06,Very High Risk
LN0007904,715,Near-Prime,0.124,2026-03-06,Medium Risk
LN0007905,786,Prime,0.2164,2026-03-06,Medium Risk
LN0007906,689,Near-Prime,0.2066,2026-03-06,Medium Risk
LN0007907,689,Near-Prime,0.1127,2026-03-06,Medium Risk
LN0007908,814,Prime,0.2183,2026-03-06,Medium Risk
LN0007909,821,Prime,0.2346,2026-03-06,Medium Risk
LN0007910,782,Prime,0.44,2026-03-06,High Risk
LN0007911,556,Deep Sub-Prime,0.1799,2026-03-06,Medium Risk
LN0007912,605,Sub-Prime,0.2702,2026-03-06,High Risk
LN0007913,755,Prime,0.1902,2026-03-06,Medium Risk
LN0007914,640,Sub-Prime,0.416,2026-03-06,High Risk
LN0007915,614,Sub-Prime,0.2339,2026-03-06,Medium Risk
LN0007916,548,Deep Sub-Prime,0.0991,2026-03-06,Low Risk
LN0007917,784,Prime,0.0698,2026-03-06,Low Risk
LN0007918,451,Deep Sub-Prime,0.5747,2026-03-06,Very High Risk
LN0007919,646,Sub-Prime,0.2229,2026-03-06,Medium Risk
LN0007920,828,Prime,0.4016,2026-03-06,High Risk
LN0007921,477,Deep Sub-Prime,0.3725,2026-03-06,High Risk
LN0007922,830,Prime,0.0207,2026-03-06,Low Risk
LN0007923,816,Prime,0.275,2026-03-06,High Risk
LN0007924,726,Near-Prime,0.1262,2026-03-06,Medium Risk
LN0007925,731,Near-Prime,0.4298,2026-03-06,High Risk
LN0007926,800,Prime,0.0921,2026-03-06,Low Risk
LN0007927,681,Near-Prime,0.06,2026-03-06,Low Risk
LN0007928,841,Prime,0.1799,2026-03-06,Medium Risk
LN0007929,807,Prime,0.2825,2026-03-06,High Risk
LN0007930,657,Sub-Prime,0.111,2026-03-06,Medium Risk
LN0007931,844,Prime,0.1873,2026-03-06,Medium Risk
LN0007932,747,Near-Prime,0.1377,2026-03-06,Medium Risk
LN0007933,627,Sub-Prime,0.1937,2026-03-06,Medium Risk
LN0007934,793,Prime,0.3559,2026-03-06,High Risk
LN0007935,746,Near-Prime,0.2953,2026-03-06,High Risk
LN0007936,558,Deep Sub-Prime,0.0643,2026-03-06,Low Risk
LN0007937,761,Prime,0.2313,2026-03-06,Medium Risk
LN0007938,673,Sub-Prime,0.2253,2026-03-06,Medium Risk
LN0007939,759,Prime,0.2869,2026-03-06,High Risk
LN0007940,691,Near-Prime,0.581,2026-03-06,Very High Risk
LN0007941,796,Prime,0.1662,2026-03-06,Medium Risk
LN0007942,826,Prime,0.221,2026-03-06,Medium Risk
LN0007943,705,Near-Prime,0.1334,2026-03-06,Medium Risk
LN0007944,687,Near-Prime,0.0693,2026-03-06,Low Risk
LN0007945,820,Prime,0.0803,2026-03-06,Low Risk
LN0007946,708,Near-Prime,0.0403,2026-03-06,Low Risk
LN0007947,654,Sub-Prime,0.158,2026-03-06,Medium Risk
LN0007948,727,Near-Prime,0.4671,2026-03-06,High Risk
LN0007949,730,Near-Prime,0.2583,2026-03-06,High Risk
LN0007950,733,Near-Prime,0.1319,2026-03-06,Medium Risk
LN0007951,711,Near-Prime,0.2963,2026-03-06,High Risk
LN0007952,742,Near-Prime,0.1311,2026-03-06,Medium Risk
LN0007953,696,Near-Prime,0.227,2026-03-06,Medium Risk
LN0007954,779,Prime,0.0175,2026-03-06,Low Risk
LN0007955,689,Near-Prime,0.0455,2026-03-06,Low Risk
LN0007956,619,Sub-Prime,0.1775,2026-03-06,Medium Risk
LN0007957,846,Prime,0.2083,2026-03-06,Medium Risk
LN0007958,652,Sub-Prime,0.4453,2026-03-06,High Risk
LN0007959,752,Prime,0.0569,2026-03-06,Low Risk
LN0007960,779,Prime,0.1901,2026-03-06,Medium Risk
LN0007961,834,Prime,0.139,2026-03-06,Medium Risk
LN0007962,699,Near-Prime,0.1904,2026-03-06,Medium Risk
LN0007963,762,Prime,0.3187,2026-03-06,High Risk
LN0007964,643,Sub-Prime,0.2835,2026-03-06,High Risk
LN0007965,652,Sub-Prime,0.4288,2026-03-06,High Risk
LN0007966,810,Prime,0.1499,2026-03-06,Medium Risk
LN0007967,502,Deep Sub-Prime,0.1867,2026-03-06,Medium Risk
LN0007968,597,Sub-Prime,0.2233,2026-03-06,Medium Risk
LN0007969,680,Near-Prime,0.101,2026-03-06,Medium Risk
LN0007970,755,Prime,0.1806,2026-03-06,Medium Risk
LN0007971,826,Prime,0.0597,2026-03-06,Low Risk
LN0007972,762,Prime,0.5392,2026-03-06,Very High Risk
LN0007973,845,Prime,0.267,2026-03-06,High Risk
LN0007974,790,Prime,0.2592,2026-03-06,High Risk
LN0007975,815,Prime,0.1484,2026-03-06,Medium Risk
LN0007976,744,Near-Prime,0.4771,2026-03-06,High Risk
LN0007977,692,Near-Prime,0.214,2026-03-06,Medium Risk
LN0007978,741,Near-Prime,0.1795,2026-03-06,Medium Risk
LN0007979,683,Near-Prime,0.1533,2026-03-06,Medium Risk
LN0007980,815,Prime,0.249,2026-03-06,Medium Risk
LN0007981,690,Near-Prime,0.0591,2026-03-06,Low Risk
LN0007982,775,Prime,0.0828,2026-03-06,Low Risk
LN0007983,421,Deep Sub-Prime,0.3092,2026-03-06,High Risk
LN0007984,770,Prime,0.1243,2026-03-06,Medium Risk
LN0007985,720,Near-Prime,0.2233,2026-03-06,Medium Risk
LN0007986,846,Prime,0.3026,2026-03-06,High Risk
LN0007987,461,Deep Sub-Prime,0.3844,2026-03-06,High Risk
LN0007988,761,Prime,0.4454,2026-03-06,High Risk
LN0007989,496,Deep Sub-Prime,0.3294,2026-03-06,High Risk
LN0007990,635,Sub-Prime,0.2604,2026-03-06,High Risk
LN0007991,695,Near-Prime,0.3109,2026-03-06,High Risk
LN0007992,732,Near-Prime,0.2812,2026-03-06,High Risk
LN0007993,581,Sub-Prime,0.1247,2026-03-06,Medium Risk
LN0007994,844,Prime,0.3706,2026-03-06,High Risk
LN0007995,815,Prime,0.078,2026-03-06,Low Risk
LN0007996,840,Prime,0.0975,2026-03-06,Low Risk
LN0007997,774,Prime,0.4219,2026-03-06,High Risk
LN0007998,711,Near-Prime,0.4533,2026-03-06,High Risk
LN0007999,761,Prime,0.3871,2026-03-06,High Risk
LN0008000,727,Near-Prime,0.1475,2026-03-06,Medium Risk
LN0008001,696,Near-Prime,0.2102,2026-03-06,Medium Risk
LN0008002,734,Near-Prime,0.1009,2026-03-06,Medium Risk
LN0008003,766,Prime,0.6336,2026-03-06,Very High Risk
LN0008004,832,Prime,0.0938,2026-03-06,Low Risk
LN0008005,624,Sub-Prime,0.1971,2026-03-06,Medium Risk
LN0008006,594,Sub-Prime,0.3946,2026-03-06,High Risk
LN0008007,485,Deep Sub-Prime,0.3919,2026-03-06,High Risk
LN0008008,701,Near-Prime,0.1177,2026-03-06,Medium Risk
LN0008009,826,Prime,0.2806,2026-03-06,High Risk
LN0008010,739,Near-Prime,0.4423,2026-03-06,High Risk
LN0008011,841,Prime,0.4233,2026-03-06,High Risk
LN0008012,764,Prime,0.2329,2026-03-06,Medium Risk
LN0008013,845,Prime,0.0328,2026-03-06,Low Risk
LN0008014,406,Deep Sub-Prime,0.1313,2026-03-06,Medium Risk
LN0008015,845,Prime,0.3051,2026-03-06,High Risk
LN0008016,431,Deep Sub-Prime,0.1905,2026-03-06,Medium Risk
LN0008017,809,Prime,0.5622,2026-03-06,Very High Risk
LN0008018,753,Prime,0.3846,2026-03-06,High Risk
LN0008019,846,Prime,0.1152,2026-03-06,Medium Risk
LN0008020,790,Prime,0.1344,2026-03-06,Medium Risk
LN0008021,685,Near-Prime,0.0666,2026-03-06,Low Risk
LN0008022,696,Near-Prime,0.4371,2026-03-06,High Risk
LN0008023,800,Prime,0.2935,2026-03-06,High Risk
LN0008024,682,Near-Prime,0.0056,2026-03-06,Low Risk
LN0008025,738,Near-Prime,0.2046,2026-03-06,Medium Risk
LN0008026,583,Sub-Prime,0.2843,2026-03-06,High Risk
LN0008027,622,Sub-Prime,0.2325,2026-03-06,Medium Risk
LN0008028,594,Sub-Prime,0.2789,2026-03-06,High Risk
LN0008029,739,Near-Prime,0.131,2026-03-06,Medium Risk
LN0008030,845,Prime,0.1744,2026-03-06,Medium Risk
LN0008031,486,Deep Sub-Prime,0.0854,2026-03-06,Low Risk
LN0008032,721,Near-Prime,0.2486,2026-03-06,Medium Risk
LN0008033,837,Prime,0.4417,2026-03-06,High Risk
LN0008034,776,Prime,0.1302,2026-03-06,Medium Risk
LN0008035,723,Near-Prime,0.3762,2026-03-06,High Risk
LN0008036,730,Near-Prime,0.2118,2026-03-06,Medium Risk
LN0008037,724,Near-Prime,0.2172,2026-03-06,Medium Risk
LN0008038,485,Deep Sub-Prime,0.3459,2026-03-06,High Risk
LN0008039,740,Near-Prime,0.0969,2026-03-06,Low Risk
LN0008040,632,Sub-Prime,0.3465,2026-03-06,High Risk
LN0008041,673,Sub-Prime,0.2426,2026-03-06,Medium Risk
LN0008042,689,Near-Prime,0.2142,2026-03-06,Medium Risk
LN0008043,738,Near-Prime,0.2384,2026-03-06,Medium Risk
LN0008044,773,Prime,0.0988,2026-03-06,Low Risk
LN0008045,719,Near-Prime,0.165,2026-03-06,Medium Risk
LN0008046,555,Deep Sub-Prime,0.0832,2026-03-06,Low Risk
LN0008047,577,Deep Sub-Prime,0.1109,2026-03-06,Medium Risk
LN0008048,730,Near-Prime,0.0482,2026-03-06,Low Risk
LN0008049,743,Near-Prime,0.1744,2026-03-06,Medium Risk
LN0008050,814,Prime,0.0881,2026-03-06,Low Risk
LN0008051,807,Prime,0.453,2026-03-06,High Risk
LN0008052,637,Sub-Prime,0.2301,2026-03-06,Medium Risk
LN0008053,691,Near-Prime,0.326,2026-03-06,High Risk
LN0008054,709,Near-Prime,0.1557,2026-03-06,Medium Risk
LN0008055,720,Near-Prime,0.082,2026-03-06,Low Risk
LN0008056,843,Prime,0.1603,2026-03-06,Medium Risk
LN0008057,754,Prime,0.1269,2026-03-06,Medium Risk
LN0008058,730,Near-Prime,0.1219,2026-03-06,Medium Risk
LN0008059,846,Prime,0.1151,2026-03-06,Medium Risk
LN0008060,655,Sub-Prime,0.2255,2026-03-06,Medium Risk
LN0008061,775,Prime,0.1507,2026-03-06,Medium Risk
LN0008062,643,Sub-Prime,0.1469,2026-03-06,Medium Risk
LN0008063,642,Sub-Prime,0.1199,2026-03-06,Medium Risk
LN0008064,750,Prime,0.2818,2026-03-06,High Risk
LN0008065,776,Prime,0.0337,2026-03-06,Low Risk
LN0008066,735,Near-Prime,0.0787,2026-03-06,Low Risk
LN0008067,844,Prime,0.4915,2026-03-06,High Risk
LN0008068,474,Deep Sub-Prime,0.1541,2026-03-06,Medium Risk
LN0008069,770,Prime,0.1848,2026-03-06,Medium Risk
LN0008070,672,Sub-Prime,0.4956,2026-03-06,High Risk
LN0008071,511,Deep Sub-Prime,0.25,2026-03-06,Medium Risk
LN0008072,794,Prime,0.0554,2026-03-06,Low Risk
LN0008073,652,Sub-Prime,0.2492,2026-03-06,Medium Risk
LN0008074,609,Sub-Prime,0.2404,2026-03-06,Medium Risk
LN0008075,552,Deep Sub-Prime,0.1935,2026-03-06,Medium Risk
LN0008076,589,Sub-Prime,0.3208,2026-03-06,High Risk
LN0008077,455,Deep Sub-Prime,0.059,2026-03-06,Low Risk
LN0008078,692,Near-Prime,0.3591,2026-03-06,High Risk
LN0008079,638,Sub-Prime,0.1964,2026-03-06,Medium Risk
LN0008080,689,Near-Prime,0.4452,2026-03-06,High Risk
LN0008081,688,Near-Prime,0.1779,2026-03-06,Medium Risk
LN0008082,733,Near-Prime,0.2788,2026-03-06,High Risk
LN0008083,677,Sub-Prime,0.0594,2026-03-06,Low Risk
LN0008084,587,Sub-Prime,0.2061,2026-03-06,Medium Risk
LN0008085,762,Prime,0.0857,2026-03-06,Low Risk
LN0008086,497,Deep Sub-Prime,0.1647,2026-03-06,Medium Risk
LN0008087,688,Near-Prime,0.2786,2026-03-06,High Risk
LN0008088,674,Sub-Prime,0.0293,2026-03-06,Low Risk
LN0008089,743,Near-Prime,0.1283,2026-03-06,Medium Risk
LN0008090,825,Prime,0.0883,2026-03-06,Low Risk
LN0008091,780,Prime,0.3789,2026-03-06,High Risk
LN0008092,813,Prime,0.0926,2026-03-06,Low Risk
LN0008093,584,Sub-Prime,0.1092,2026-03-06,Medium Risk
LN0008094,506,Deep Sub-Prime,0.1204,2026-03-06,Medium Risk
LN0008095,847,Prime,0.1003,2026-03-06,Medium Risk
LN0008096,796,Prime,0.2524,2026-03-06,High Risk
LN0008097,723,Near-Prime,0.0621,2026-03-06,Low Risk
LN0008098,755,Prime,0.3477,2026-03-06,High Risk
LN0008099,587,Sub-Prime,0.1845,2026-03-06,Medium Risk
LN0008100,695,Near-Prime,0.1876,2026-03-06,Medium Risk
LN0008101,410,Deep Sub-Prime,0.2566,2026-03-06,High Risk
LN0008102,722,Near-Prime,0.2051,2026-03-06,Medium Risk
LN0008103,797,Prime,0.1043,2026-03-06,Medium Risk
LN0008104,713,Near-Prime,0.2066,2026-03-06,Medium Risk
LN0008105,705,Near-Prime,0.1225,2026-03-06,Medium Risk
LN0008106,742,Near-Prime,0.0371,2026-03-06,Low Risk
LN0008107,787,Prime,0.2207,2026-03-06,Medium Risk
LN0008108,786,Prime,0.333,2026-03-06,High Risk
LN0008109,585,Sub-Prime,0.23,2026-03-06,Medium Risk
LN0008110,790,Prime,0.3036,2026-03-06,High Risk
LN0008111,657,Sub-Prime,0.4224,2026-03-06,High Risk
LN0008112,709,Near-Prime,0.0312,2026-03-06,Low Risk
LN0008113,704,Near-Prime,0.4077,2026-03-06,High Risk
LN0008114,838,Prime,0.6631,2026-03-06,Very High Risk
LN0008115,771,Prime,0.1943,2026-03-06,Medium Risk
LN0008116,808,Prime,0.052,2026-03-06,Low Risk
LN0008117,790,Prime,0.1005,2026-03-06,Medium Risk
LN0008118,805,Prime,0.2996,2026-03-06,High Risk
LN0008119,808,Prime,0.1074,2026-03-06,Medium Risk
LN0008120,796,Prime,0.199,2026-03-06,Medium Risk
LN0008121,696,Near-Prime,0.054,2026-03-06,Low Risk
LN0008122,717,Near-Prime,0.1194,2026-03-06,Medium Risk
LN0008123,714,Near-Prime,0.4115,2026-03-06,High Risk
LN0008124,665,Sub-Prime,0.1274,2026-03-06,Medium Risk
LN0008125,701,Near-Prime,0.1106,2026-03-06,Medium Risk
LN0008126,762,Prime,0.3751,2026-03-06,High Risk
LN0008127,710,Near-Prime,0.1974,2026-03-06,Medium Risk
LN0008128,766,Prime,0.3019,2026-03-06,High Risk
LN0008129,844,Prime,0.0817,2026-03-06,Low Risk
LN0008130,660,Sub-Prime,0.1984,2026-03-06,Medium Risk
LN0008131,639,Sub-Prime,0.2427,2026-03-06,Medium Risk
LN0008132,770,Prime,0.1043,2026-03-06,Medium Risk
LN0008133,706,Near-Prime,0.087,2026-03-06,Low Risk
LN0008134,820,Prime,0.3484,2026-03-06,High Risk
LN0008135,755,Prime,0.0925,2026-03-06,Low Risk
LN0008136,704,Near-Prime,0.2516,2026-03-06,High Risk
LN0008137,699,Near-Prime,0.3175,2026-03-06,High Risk
LN0008138,609,Sub-Prime,0.2136,2026-03-06,Medium Risk
LN0008139,805,Prime,0.0906,2026-03-06,Low Risk
LN0008140,743,Near-Prime,0.3424,2026-03-06,High Risk
LN0008141,812,Prime,0.1234,2026-03-06,Medium Risk
LN0008142,759,Prime,0.051,2026-03-06,Low Risk
LN0008143,776,Prime,0.2317,2026-03-06,Medium Risk
LN0008144,641,Sub-Prime,0.1165,2026-03-06,Medium Risk
LN0008145,712,Near-Prime,0.3393,2026-03-06,High Risk
LN0008146,627,Sub-Prime,0.1514,2026-03-06,Medium Risk
LN0008147,681,Near-Prime,0.1307,2026-03-06,Medium Risk
LN0008148,597,Sub-Prime,0.0511,2026-03-06,Low Risk
LN0008149,734,Near-Prime,0.0667,2026-03-06,Low Risk
LN0008150,712,Near-Prime,0.1666,2026-03-06,Medium Risk
LN0008151,625,Sub-Prime,0.0777,2026-03-06,Low Risk
LN0008152,722,Near-Prime,0.1077,2026-03-06,Medium Risk
LN0008153,824,Prime,0.1509,2026-03-06,Medium Risk
LN0008154,843,Prime,0.2038,2026-03-06,Medium Risk
LN0008155,786,Prime,0.1083,2026-03-06,Medium Risk
LN0008156,653,Sub-Prime,0.0456,2026-03-06,Low Risk
LN0008157,410,Deep Sub-Prime,0.1094,2026-03-06,Medium Risk
LN0008158,746,Near-Prime,0.0626,2026-03-06,Low Risk
LN0008159,689,Near-Prime,0.1549,2026-03-06,Medium Risk
LN0008160,717,Near-Prime,0.1007,2026-03-06,Medium Risk
LN0008161,714,Near-Prime,0.0672,2026-03-06,Low Risk
LN0008162,723,Near-Prime,0.1194,2026-03-06,Medium Risk
LN0008163,836,Prime,0.2189,2026-03-06,Medium Risk
LN0008164,838,Prime,0.2221,2026-03-06,Medium Risk
LN0008165,694,Near-Prime,0.1677,2026-03-06,Medium Risk
LN0008166,673,Sub-Prime,0.0878,2026-03-06,Low Risk
LN0008167,845,Prime,0.4048,2026-03-06,High Risk
LN0008168,625,Sub-Prime,0.1813,2026-03-06,Medium Risk
LN0008169,712,Near-Prime,0.2029,2026-03-06,Medium Risk
LN0008170,712,Near-Prime,0.1758,2026-03-06,Medium Risk
LN0008171,798,Prime,0.0839,2026-03-06,Low Risk
LN0008172,593,Sub-Prime,0.3236,2026-03-06,High Risk
LN0008173,663,Sub-Prime,0.2073,2026-03-06,Medium Risk
LN0008174,651,Sub-Prime,0.1858,2026-03-06,Medium Risk
LN0008175,748,Near-Prime,0.315,2026-03-06,High Risk
LN0008176,841,Prime,0.4092,2026-03-06,High Risk
LN0008177,652,Sub-Prime,0.2298,2026-03-06,Medium Risk
LN0008178,796,Prime,0.1441,2026-03-06,Medium Risk
LN0008179,743,Near-Prime,0.1602,2026-03-06,Medium Risk
LN0008180,682,Near-Prime,0.6149,2026-03-06,Very High Risk
LN0008181,804,Prime,0.3191,2026-03-06,High Risk
LN0008182,839,Prime,0.2822,2026-03-06,High Risk
LN0008183,713,Near-Prime,0.0773,2026-03-06,Low Risk
LN0008184,756,Prime,0.0853,2026-03-06,Low Risk
LN0008185,653,Sub-Prime,0.2426,2026-03-06,Medium Risk
LN0008186,837,Prime,0.3221,2026-03-06,High Risk
LN0008187,741,Near-Prime,0.2457,2026-03-06,Medium Risk
LN0008188,584,Sub-Prime,0.1643,2026-03-06,Medium Risk
LN0008189,732,Near-Prime,0.6238,2026-03-06,Very High Risk
LN0008190,690,Near-Prime,0.3878,2026-03-06,High Risk
LN0008191,799,Prime,0.35,2026-03-06,High Risk
LN0008192,512,Deep Sub-Prime,0.193,2026-03-06,Medium Risk
LN0008193,716,Near-Prime,0.1636,2026-03-06,Medium Risk
LN0008194,648,Sub-Prime,0.1556,2026-03-06,Medium Risk
LN0008195,707,Near-Prime,0.1284,2026-03-06,Medium Risk
LN0008196,779,Prime,0.2975,2026-03-06,High Risk
LN0008197,800,Prime,0.1884,2026-03-06,Medium Risk
LN0008198,496,Deep Sub-Prime,0.1197,2026-03-06,Medium Risk
LN0008199,551,Deep Sub-Prime,0.3163,2026-03-06,High Risk
LN0008200,808,Prime,0.1382,2026-03-06,Medium Risk
LN0008201,727,Near-Prime,0.0883,2026-03-06,Low Risk
LN0008202,727,Near-Prime,0.4236,2026-03-06,High Risk
LN0008203,658,Sub-Prime,0.0616,2026-03-06,Low Risk
LN0008204,802,Prime,0.3152,2026-03-06,High Risk
LN0008205,789,Prime,0.4643,2026-03-06,High Risk
LN0008206,653,Sub-Prime,0.1405,2026-03-06,Medium Risk
LN0008207,750,Prime,0.0457,2026-03-06,Low Risk
LN0008208,748,Near-Prime,0.0794,2026-03-06,Low Risk
LN0008209,536,Deep Sub-Prime,0.2811,2026-03-06,High Risk
LN0008210,736,Near-Prime,0.1052,2026-03-06,Medium Risk
LN0008211,699,Near-Prime,0.0591,2026-03-06,Low Risk
LN0008212,627,Sub-Prime,0.3303,2026-03-06,High Risk
LN0008213,721,Near-Prime,0.1958,2026-03-06,Medium Risk
LN0008214,766,Prime,0.0807,2026-03-06,Low Risk
LN0008215,411,Deep Sub-Prime,0.2828,2026-03-06,High Risk
LN0008216,793,Prime,0.151,2026-03-06,Medium Risk
LN0008217,682,Near-Prime,0.361,2026-03-06,High Risk
LN0008218,795,Prime,0.2741,2026-03-06,High Risk
LN0008219,810,Prime,0.1032,2026-03-06,Medium Risk
LN0008220,709,Near-Prime,0.1576,2026-03-06,Medium Risk
LN0008221,695,Near-Prime,0.3539,2026-03-06,High Risk
LN0008222,680,Near-Prime,0.012,2026-03-06,Low Risk
LN0008223,820,Prime,0.3163,2026-03-06,High Risk
LN0008224,804,Prime,0.1448,2026-03-06,Medium Risk
LN0008225,803,Prime,0.0595,2026-03-06,Low Risk
LN0008226,774,Prime,0.0674,2026-03-06,Low Risk
LN0008227,637,Sub-Prime,0.414,2026-03-06,High Risk
LN0008228,629,Sub-Prime,0.2212,2026-03-06,Medium Risk
LN0008229,690,Near-Prime,0.1547,2026-03-06,Medium Risk
LN0008230,720,Near-Prime,0.0943,2026-03-06,Low Risk
LN0008231,764,Prime,0.2366,2026-03-06,Medium Risk
LN0008232,632,Sub-Prime,0.4209,2026-03-06,High Risk
LN0008233,673,Sub-Prime,0.0409,2026-03-06,Low Risk
LN0008234,631,Sub-Prime,0.297,2026-03-06,High Risk
LN0008235,738,Near-Prime,0.0909,2026-03-06,Low Risk
LN0008236,465,Deep Sub-Prime,0.1639,2026-03-06,Medium Risk
LN0008237,540,Deep Sub-Prime,0.1761,2026-03-06,Medium Risk
LN0008238,638,Sub-Prime,0.1732,2026-03-06,Medium Risk
LN0008239,730,Near-Prime,0.3525,2026-03-06,High Risk
LN0008240,793,Prime,0.0815,2026-03-06,Low Risk
LN0008241,738,Near-Prime,0.2096,2026-03-06,Medium Risk
LN0008242,723,Near-Prime,0.1978,2026-03-06,Medium Risk
LN0008243,710,Near-Prime,0.1102,2026-03-06,Medium Risk
LN0008244,724,Near-Prime,0.2908,2026-03-06,High Risk
LN0008245,689,Near-Prime,0.0836,2026-03-06,Low Risk
LN0008246,839,Prime,0.2214,2026-03-06,Medium Risk
LN0008247,510,Deep Sub-Prime,0.4892,2026-03-06,High Risk
LN0008248,703,Near-Prime,0.2003,2026-03-06,Medium Risk
LN0008249,683,Near-Prime,0.2601,2026-03-06,High Risk
LN0008250,664,Sub-Prime,0.4196,2026-03-06,High Risk
LN0008251,820,Prime,0.1303,2026-03-06,Medium Risk
LN0008252,787,Prime,0.0834,2026-03-06,Low Risk
LN0008253,804,Prime,0.3191,2026-03-06,High Risk
